ID, Instructions
18," Gather all ingredients.
 Place yeast in the bowl of a stand mixer and add 1 cup warm water and 1 cup flour. Whisk together, then let sit until mixture bubbles and foams, about 15 minutes.
 Add 1 1/2 tablespoons olive oil and salt into the yeast mixture, followed by 1 1/2 cups flour. Mix at low speed, using a dough hook attachment, until dough is soft, supple, and slightly sticky. Knead dough with machine on low speed until slightly springy and still soft, 5 to 6 minutes. If dough sticks to the sides of the bowl, add up to 1/4 cup more flour, a little at a time.
 Turn dough out onto a floured work surface and form into a ball.
 Wipe inside of bowl with 1/4 teaspoon olive oil. Turn dough around in bowl to lightly cover with oil; cover bowl with foil and let rise until dough has doubled in size, about 2 hours.
 Once dough has doubled, remove from bowl and place onto a lightly floured work surface. Lightly pat into a flat shape about 1-inch thick. Use a knife to cut dough into 8 equal pieces.
 Form each piece into a small round ball with a smooth top, pulling dough from the sides and tucking the ends underneath the bottom.
 Cover dough balls with lightly oiled plastic wrap and let rest for 30 minutes.
 Transfer the dough balls to a lightly floured work surface and sprinkle the tops with flour. One at a time, gently pat the dough with your fingers, forming a flat, round disc about 1/4-inch thick. Let the shaped dough rest for 5 minutes.
 Brush a cast iron skillet with remaining 3/4 teaspoon olive oil and place over medium-high heat. Lay one round of dough into the hot skillet; cook for 30 seconds, then flip and cook for 1 to 2 minutes. Flip again and cook the first side for 1 to 2 minutes more, until both sides are golden brown.
 Stack cooked breads on a plate; when cool enough to handle, slice breads in half and open the pocket inside for stuffing.
"
19," Melt butter in a large saucepan over low heat. Cook onions in hot butter until golden brown, about 15 minutes.
 Stir paprika, lentils, and bulgur into onions to coat with butter.
 Add tomato paste, vegetable stock, and cayenne pepper; bring to a boil and cook until soft and creamy, about 1 hour.
 Crumble dried mint leaves into soup; stir and remove from heat.
 Ladle into bowls and garnish with lemon slices and fresh mint to serve.
"
20," Place the lentils into a pot and cover with the water. Bring to a rolling boil over high heat for 5 minutes, then cover and remove from heat. Meanwhile, rinse the rice in cold water until water comes out clear.
 Heat 2 tablespoons olive oil or vegetable oil in a skillet over medium heat. Stir in the rice for about 1 minute, until the grains turn opaque and white, then stir in the lentils and water. Bring the rice mixture to a boil, then cover and reduce heat to medium-low for 5 minutes. Stir once, then cover and reduce heat further to low. Continue cooking, covered (don't remove the lid!) until the rice is tender, about 15 minutes more.
 Meanwhile, heat the remaining 2 tablespoons of oil in the skillet over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Reduce heat to medium-low, and continue cooking and stirring until the onion is very tender and dark brown, 15 to 20 minutes more. When the rice is ready, stir in the caramelized onion and season with salt.
"
21," Combine ground beef with 1/2 of the minced garlic and 1 tablespoon chopped onion in a large bowl. Mix with your hands until fully incorporated. Shape meat mixture into 1 1/2-inch oblong patties; you should have 12 to 14 meatballs.
 Heat a large skillet over medium-high heat. Brown patties in batches in the hot skillet until crispy on both sides and no longer pink in the center, about 10 minutes. Set meatballs aside in a rimmed serving dish.
 Reduce heat to medium and stir remaining chopped onion into drippings in the skillet. Season with salt and pepper. Cook, stirring constantly, until onion has softened and turned translucent, about 5 minutes. Stir in remaining garlic and cook for 30 seconds. Stir in Roma tomatoes, dried parsley, and ras el hanout. Pour in water. Cook until tomatoes are soft, about 5 minutes.
 Pour tomato sauce over meatballs to serve.
 Halal beef is butchered according to religious law, similar to Kosher beef. You may use regular ground beef in this recipe.
 Ras el hanout is a spice blend common throughout North Africa. It's available from some grocers and specialty purveyors, or you may try this Ras el Hanout recipe.
"
22," In a small bowl, stir together yogurt, mint, and garlic. Refrigerate.
 In a large skillet over medium heat, cook ground beef and onions until meat is browned, stirring occasionally to crumble; drain fat. Stir in 1 cup water, carrot, salt, black pepper, 1 1/2 teaspoons coriander, and 1/2 teaspoon cumin; simmer uncovered for 30 minutes or until water evaporates.
 Lay out wonton wrappers on aluminum foil. Mound two large spoonfuls of beef mixture in the center of one wrapper. Dip a finger in water and trace it around all four edges. Lay a second wonton wrapper on top of the first, and press on all edges to seal. Roll up the edges to create a round, hat-shaped ravioli. Repeat, making 13 ravioli.
 Place ravioli in steamer and steam 40 minutes.
 Meanwhile, mix together the yellow split peas, 1/8 teaspoon red pepper flakes, 1 teaspoon coriander, 1/4 teaspoon cumin, chicken bouillon, and 1 1/2 cups of water in a saucepan. Bring to a boil, then simmer over medium-low heat for about 45 minutes, or until it reaches a thick slurry-like consistency.
 Meanwhile, in the large skillet, mix remaining beef mixture with 2 tablespoons water, tomato paste, and 1/8 teaspoon red pepper flakes. Simmer over low heat until liquid has evaporated, about 10 minutes.
 To serve, spread yogurt on a serving plate. Top with ravioli, and top again with split pea mixture. Finally, top with tomato and beef mixture. Serve immediately.
"
23," Heat olive oil in a large skillet over medium-high heat. Add chopped tomatoes and garlic, stirring occasionally, until liquid has cooked out of tomatoes. Carefully break eggs over tomatoes without breaking yolks. Lightly season with salt, reduce heat and cover.
 Simmer covered for 20 minutes, or until yolks are fully cooked. Adjust seasoning with salt as needed. Serve with pita bread.
"
24," Mash garlic into a paste with salt using a mortar and pestle or the flat side of a chef's knife on your cutting board.
 Mix garlic into lamb with onion, parsley, coriander, cumin, cinnamon, allspice, cayenne pepper, ginger, and pepper in a mixing bowl until well blended.
 Form mixture into 28 balls. Form each ball around the tip of a skewer, flattening it into a 2-inch oval; repeat with remaining skewers. Place kebabs onto a baking sheet, cover, and refrigerate for at least 30 minutes, or up to 12 hours.
 Preheat an outdoor grill for medium heat and lightly oil the grate.
 Cook skewers on the preheated grill, turning occasionally, until browned and cooked through, about 5 to 6 minutes. An instant-read thermometer inserted into the center of a kebab should read at least 145 degrees F (63 degrees C).
 Serve hot and enjoy!
"
25," Gather all ingredients.
 Heat 2 tablespoons of oil in a large skillet. Fry potatoes in hot oil until lightly browned, about 3 to 5 minutes. Remove to a paper towel-lined plate to drain; set aside.
 Add remaining 2 tablespoons of oil to the skillet. Add onions, garlic, and fresh ginger; cook and stir until onion is soft and golden. Add tomatoes, salt, cumin, chili powder, pepper, and turmeric; cook, stirring constantly, for 5 minutes.
 Stir in yogurt, mint, ground cardamom, and cinnamon stick. Cover and cook over low heat, stirring occasionally, until tomatoes are cooked to a pulp. It may be necessary to add a little hot water if mixture becomes too dry and starts to stick to the pan.
 Add chicken and stir well to coat. Cover and cook over very low heat until chicken is tender, 35 to 45 minutes. There should only be a little very thick gravy left when chicken is finished cooking. If necessary cook uncovered for a few minutes to reduce the gravy.
 Meanwhile, make the rice: Wash rice well and drain in a colander for at least 30 minutes.
 Heat oil in a large skillet. Add onion; cook and stir until golden. Add cardamom pods, cloves, cinnamon stick, ground ginger, and saffron; stir in rice until coated with spices.
 Heat stock and salt in a medium pot until hot; pour over rice and stir well.
 Add chicken mixture and potatoes; stir gently to combine. Bring to a boil.
 Reduce heat to very low, cover with a tight-fitting lid, and steam for 20 minutes without lifting the lid or stirring.
 Spoon biryani onto a warm serving dish.
"
26," Preheat the oven to 450 degrees F (230 degrees C). Line a baking sheet with parchment paper or a silicone baking mat.
 Combine eggplant, olive oil, salt, and black pepper in a large skillet over medium-high heat. Cook and stir until eggplant begins to soften, about 5 minutes.
 Mix in 1/3 cup onion and red pepper flakes. Reduce heat to medium; cook and stir until onion is softened, about 4 minutes. Stir in broth and marinara sauce. Reduce heat to medium-low and simmer until sauce mixture has reduced by half, about 30 minutes.
 Meanwhile, whisk together bread crumbs, egg, and Greek yogurt in a large bowl until bread crumbs absorb all the liquid, about 3 minutes. Mix in 1/4 cup onion, garlic, kosher salt, black pepper, cumin, cinnamon, and coriander until well combined. Crumble in lamb and sprinkle with cayenne pepper; mix well.
 Form lamb mixture into small meatballs and transfer to the prepared baking sheet.
 Bake in the preheated oven until browned but still pink inside, about 10 minutes.
 Remove meatballs from the oven and stir into simmering sauce. Simmer over low heat until sauce begins to thicken and meatballs are cooked through, 30 to 45 minutes. An instant-read thermometer inserted into the center of a meatball should read 160 degrees F (72 degrees C).
 Garnish meatballs and sauce with mint to serve.
 You can add more stock or water to the sauce if it becomes dry while simmering.
"
27," Heat olive oil in a large skillet over medium-low heat. Add onion, leek, and garlic; cook and stir until onion is transparent. Add ground beef; cook and stir until still slightly pink and about halfway done. Season with cumin, cardamom, salt, and pepper; mix well. Continue cooking until beef is browned and crumbly. Remove the skillet from heat.
 Mix flour and water together in a small bowl to make a thin paste. Using one wrapper at a time, fold into the shape of a cone. Fill cone with beef mixture, close the top, and seal with paste. Repeat until wrappers or filling are used up.
 Heat oil in a deep fryer or large saucepan to 365 degrees F (170 degrees C). There should be enough oil to submerge sambusas. Fry sambusas, a few at a time, in hot oil until golden brown. Remove to a paper towel-lined plate to drain.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
28," Heat a large skillet over medium-high heat. Combine the garlic, onion, basil, parsley, mint, paprika, cumin, coriander, diced bell peppers, lemon juice, and olive oil in a food processor. Pulse the vegetables until finely chopped. Add the halved tomatoes and process until the mixture is a thick puree.
 Place the lamb in the preheated skillet and reduce the heat to medium. Add the puree and the tomato paste and mix well. Cook and stir until the lamb is cooked through, 10 to 15 minutes. Stir in cayenne pepper and salt to taste. Transfer the mixture to a shallow baking dish to cool to room temperature. Cover with plastic wrap and refrigerate overnight.
 Dissolve the yeast and sugar in 1 cup warm water. Combine the flour and salt in a mixing bowl and stir well. Add the vegetable oil and 1/2 cup water to the yeast mixture and pour it over the flour. Use your hands to mix the dough. Turn the dough out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.
 Shape the dough into a ball and transfer to an oiled bowl. Cover with a wet towel and let rise in a warm place until doubled in bulk, about 1 hour. Remove the lamb sauce from the refrigerator and allow it to come up to room temperature. Prepare the garlic sauce: combine the yogurt, parsley, crushed garlic, and salt and pepper to taste. Stir well and set aside.
 Punch the dough down, transfer it to a floured work surface, and cut the dough into 10 portions. Shape each portion into a round. Flatten each round with your hand; use a rolling pin to roll each piece into a 10-inch circle. The dough should be thin, like a crepe. Place the rounds on parchment paper.
 Preheat an oven to 500 degrees F (260 degrees C).
 Stir the lamb sauce and then spoon it onto a dough round. Spread it thinly to the edges and press down lightly so it sticks to the dough. Bake pizzas on parchment paper-lined baking sheets on the lowest oven rack until the edges are a light tan color, 8 to 10 minutes.
 Place on a wire rack to cool. The pizzas can be stored in an airtight container in the refrigerator for three days or in the freezer for three months. To reheat, place the pizzas in a 350 degree F oven (175 degrees C) for 8 minutes.
 To assemble the lahmacun, drizzle with garlic sauce, top with shredded cabbage, and roll up to eat. See the Cook's Notes for other garnish ideas.
 Additional condiments include chili sauce, harissa, or Tabasco. In place of the cabbage, you can combine 1 cup lettuce, thinly sliced tomatoes, cucumbers, and red onion.
 To assemble, arrange cabbage, lettuce, cucumbers, tomatoes, or onion down one side of the pizza. Drizzle with garlic sauce and hot sauce, and roll up. Eat and enjoy--but watch out for the drip. You won't want to miss a bite!
 If you can't find ground lamb in your area, you may substitute ground beef.
"
29," Season duck legs all over with salt and pepper.
 Heat vegetable oil in a large skillet over high heat. Place duck legs, skin-side down, in hot oil and cook until browned, 2 to 5 minutes. Turn and cook until browned on the other side, 2 to 4 minutes. Transfer legs to a plate; pour rendered duck fat into a bowl.
 Pour water into the skillet and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Remove from the heat.
 Place about 2 tablespoons duck fat into a Dutch oven; add olive oil and heat over medium heat until hot. Add onion and sauté until golden brown, 7 to 10 minutes. Add turmeric, cinnamon, and nutmeg; cook and stir until fragrant, 1 minute.
 Pour chicken broth, pomegranate molasses, honey, and reserved water mixture from the skillet into the Dutch oven; bring to a simmer.
 Meanwhile, grind walnuts to a fine powder in a food processor.
 Cook and stir ground walnuts in a dry skillet over medium heat until fragrant, 2 to 3 minutes; stir into broth mixture.
 Place duck legs into broth and press gently to submerge. Reduce the heat and simmer until duck legs are no longer pink at the bone and the juices run clear, 3 to 4 hours. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).
 Bring broth to a boil; cook until reduced and desired sauce consistency is reached. Season with salt. Ladle sauce over duck legs to serve.
"
30," Pour evaporated milk, canned cream, and sweetened condensed milk into a blender; tear bread into pieces and add to blender. Add cardamom and almonds; blend until liquified, 3 to 4 minutes. Pour into a 9x13-inch glass dish and freeze 8 hours or overnight before cutting into squares and serving.
"
31," Bring coconut milk, milk, and sugar to a boil in a large saucepan over medium heat. Add rice, reduce the heat to low, and simmer until mixture thickens and rice is tender, about 20 minutes.
 Stir in raisins, cardamom, and rose water; cook for a few more minutes. Ladle into serving bowls and garnish with almonds and pistachios.
"
32," Preheat the oven to 450 degrees F (230 degrees C). Place each pie pastry into a 9-inch pie pan.
 Place navy beans and evaporated milk into a food processor. Add sugar, melted butter, eggs, egg yolks, flour, vanilla, cinnamon, and nutmeg; pulse a few times, then process until smooth, about 1 minute. Pour mixture into the prepared pie crusts.
 Bake in the preheated oven for 15 minutes, then reduce heat to 350 degrees F (175 degrees C) and bake until filling is set and crust is golden brown, about 35 more minutes.
 Remove from the oven and let cool for 1 hour before slicing.
"
33," Heat oil in a Dutch oven over medium heat. Add onion and cook, stirring, for 1 minute. Add carrots and bell peppers; cook and stir for 1 minute. Stir in garlic and 1 tablespoon harissa; mix well. Pour in fire-roasted tomatoes with liquid and stir to combine. Mix in tomato paste and remaining 1 tablespoon harissa until well combined.
 Pour in stock slowly, stirring constantly, to ensure that all ingredients are well mixed together. Add garbanzo beans. Reduce heat and simmer, stirring occasionally, 15 to 20 minutes. If stew appears too dry, add a few more tablespoons stock if needed.
 Add shrimp and salt. Mix well. Cover and cook until shrimp are bright pink on the outside and the meat is opaque, about 10 minutes. Be careful not to overcook the shrimp.
 You can use chicken stock instead of shrimp stock.
"
34," Marinate the chicken: Whisk oil, garlic, turmeric, cumin seeds, salt, and pepper together in a large glass or ceramic bowl. Add chicken and coat with marinade. Cover the bowl with plastic wrap and marinate in the refrigerator for 4 to 8 hours.
 When ready to cook, remove chicken from marinade and shake off excess. Discard remaining marinade.
 Heat oil in a large stockpot over medium-high heat. Add onion; cook and stir until soft and translucent, 5 to 7 minutes. Add chicken, skin-side down, and cook until browned, about 4 minutes. Flip chicken and cook until browned on the other side, about 3 minutes more.
 Reduce the heat to medium and pour in enough water to cover chicken halfway. Cover and cook for 20 minutes. Sprinkle saffron threads onto chicken and top with preserved lemon slices. Cover and cook until chicken is no longer pink at the bone and juices run clear, about 5 minutes more. An instant-read thermometer inserted near the bone should read at least 165 degrees F (74 degrees C).
 Transfer chicken to a serving platter and garnish with artichokes, olives, and parsley.
 Spoon sauce over chicken or serve on the side. If a thicker sauce is desired, continue simmering liquid in the stockpot for 5 to 7 minutes before serving.
 Ground cumin can be substituted for the cumin seed.
 Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount consumed will vary.
"
35," Scrub lemons thoroughly under cold running water. Cut each lemon into quarters, but do not cut all the way through the top, so that the lemon still holds together.
 Rub lemons generously with salt inside and out and along all the cuts. Place them in a large sterilized jar with a tight-fitting lid. Add lukewarm water to cover; the lemons should be fully immersed. Screw on the lid and let cure for 1 month in a dark, dry, and cool place.
"
36," Heat oil in a large pot over medium heat and cook onion until soft and translucent, about 5 minutes. Add tomatoes, chickpeas, cilantro, parsley, mint, paprika, turmeric, ginger, harissa, and saffron. Add water and cook over medium heat until flavors have combined, about 30 minutes.
 Mix a few tablespoons of soup liquid with flour and cornstarch in a small bowl and return to the soup, stirring in well. Add cherry tomatoes. Bring to a boil, reduce heat, and simmer over low heat until soup thickens, about 10 minutes. Season with salt and pepper.
 If you have time, peel your tomatoes. To do this, cut an X on the bottom of each, submerge in boiling water for 25 seconds, transfer to an ice water bath, then peel gently and dice.
"
37," Preheat the oven to 400 degrees F (200 degrees C).
 Season lamb with sea salt; rub with ras el hanout. Sear lamb on all sides in a medium cast-iron skillet over medium-high heat until evenly browned.
 Roast in the preheated oven until an instant-read thermometer inserted into the center, not touching bone, reads a minimum of 145 degrees F (63 degrees C), about 30 minutes.
 Remove lamb from skillet, reserving juices; rest 10 to 15 minutes before slicing. Place skillet with juices over medium heat; stir in wine and honey. Cook until reduced by about half; drizzle over lamb to serve.
"
38," Heat olive oil in a large pot over medium heat. Add onion and garlic; cook until onion is translucent, 5 to 7 minutes. Stir in cumin, coriander, garam masala, cayenne pepper, curry powder, and salt; cook until fragrant, about 1 minute. Add potatoes, diced tomatoes, tomato sauce, and raisins; add enough water to cover mixture. Bring to a simmer; cook until potatoes are soft, 10 to 15 minutes.
 Add kale and chickpeas; simmer until kale wilts, about 3 minutes. Sprinkle cilantro over stew; immediately remove pot from the heat.
"
39," Preheat an outdoor grill for high heat and lightly oil grate.
 In a medium bowl, mix together ground lamb, raisins, goat cheese, mayonnaise, red onion, garlic, cilantro, cayenne pepper, cumin, ground coriander, salt and black pepper. Divide the mixture into approximately 6 even portions, and press around skewers.
 Place skewers on the grill. Cook approximately 4 minutes per side, or until the cheese has melted, the raisins are tender and lamb has reached desired doneness.
"
40," Heat 1/4 cup olive oil in a large pot over medium heat. Add carrots, onion, kosher salt, parsley, black pepper, ginger, tarragon, and cumin; cook, stirring occasionally, until onion is translucent, 5 to 7 minutes.
 Stir in lentils and tomatoes. Pour vegetable broth over all vegetables and stir to combine. Bring to a boil, then reduce the heat to low, cover, and simmer until lentils are tender, 45 to 50 minutes.
 Stir in spinach and zucchini; simmer until zucchini is tender, about 7 minutes. Remove from the heat and season to taste with salt. Drizzle 1 teaspoon olive oil over the soup before serving.
"
41," Combine carrots, garbanzo beans, and raisins together in a bowl.
 Whisk olive oil, lemon juice, cumin, chili powder, salt, and ground black pepper together; stir into carrot mixture. Marinate carrot mixture for 2 hours. Serve with crumbled feta cheese.
"
42," Heat oil in a large skillet over medium heat. Stir in onion and garlic; cook and stir until onion has softened and turned translucent, about 5 minutes. Add garbanzo beans, bell peppers, carrot, tomatoes, and olives; continue to cook until peppers are slightly tender, about 5 minutes more.
 Sprinkle parsley, cumin, paprika, chicken bouillon, and cayenne over vegetables. Season with salt. Stir to incorporate. Place tilapia on top of vegetables and add enough water to cover vegetables. Reduce heat to low, cover, and cook until fish flakes easily with a fork and juices run clear, about 40 minutes.
"
43," Preheat the oven broiler.
 Place the green bell peppers on a baking sheet, and broil, turning occasionally, 5 minutes, or until tender and scorched on all sides. Remove from heat, peel, and chop.
 Heat the olive oil in a skillet, and mix in the peppers and tomatoes. Stir in sugar. Season with paprika, parsley, cumin, salt, garlic powder, and pepper. Continue cooking until tomatoes are heated through. Serve topped with olives.
"
44," Melt the butter in a skillet over medium heat. Stir in the onion, and cook until the onion has softened and turned translucent, about 5 minutes. Transfer the onion to a mixing bowl, and stir in the tuna, parsley, capers, and Parmesan cheese; season to taste with salt and pepper.
 Cut the phyllo sheets in half lengthwise, ending up with long, narrow sheets. Lay out one strip of phyllo at a time on your work surface with one of the narrow ends close to you. Place a heaping tablespoon of filling 1 inch from the end closest to you. Fold the bottom right corner over the filling to the left edge to form a triangle. Fold the triangle up, bringing the point at the bottom left up to rest along the left edge. Turn the lower left corner over to touch the right edge. Continue turning the triangle over in this manner until you reach the end of the phyllo. Lightly brush the last inch of phyllo with water to seal. Repeat with the remaining filling and phyllo dough.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).
 Fry the brik in the preheated oil in batches until golden brown and crispy, about 3 minutes. Drain the brik on a paper towel-lined plate. Serve with lemon wedges.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and the specific type of oil used.
"
45," Preheat the oven to 350 degrees F (175 degrees C).
 Arrange squash halves cut-side down on a baking sheet. Bake until tender, about 30 minutes.
 Dissolve sugar in melted butter. Brush squash with butter mixture; keep squash warm while preparing stuffing.
 Heat olive oil in a skillet over medium heat. Stir in garlic, celery, and carrots; cook for 5 minutes. Mix in garbanzo beans and raisins. Season with cumin, salt, and pepper. Continue to cook and stir until vegetables are tender.
 Pour chicken broth into the skillet, then mix in couscous. Cover the skillet and turn off heat. Allow couscous to absorb liquid for 5 minutes.
 Stuff squash halves with the skillet mixture and serve.
"
46," Heat olive oil in a skillet over medium-high heat. Place the chicken pieces and eggplant in the heated oil; stir and cook until the chicken is browned on all sides but not cooked through. Remove the skillet from the heat.
 Place the browned chicken and eggplant on the bottom of a slow cooker. Layer the onion, carrots, dried cranberries, and apricots over the chicken.
 Whisk together the chicken broth, tomato paste, lemon juice, flour, garlic salt, cumin, ginger, cinnamon, and ground black pepper in a bowl. Pour the broth mixture into the slow cooker with the chicken and vegetables.
 Cook on High setting for 5 hours, or on Low setting for 8 hours.
 Bring water to boil in a saucepan. Stir in couscous, and remove from heat. Cover, and let stand about 5 minutes, until liquid has been absorbed. Fluff with a fork.
"
47," Place black-eyed peas into a large container and cover with several inches of cool water; let stand for 8 hours to overnight. Drain and rinse peas.
 Combine peas, onion, tomato sauce, olive oil, cilantro, garlic, salt, cumin, paprika, ginger, and cayenne pepper in a large stockpot; pour water over pea mixture. Bring to a boil. Reduce heat to low, cover the pot, and simmer, stirring occasionally and adding more water if sauce gets too thick, until peas are tender, about 1 hour 30 minutes.
"
48," Mix salt, cumin, ginger, turmeric, cinnamon, black pepper, white pepper, coriander, cayenne, allspice, nutmeg, and cloves in a small bowl until evenly blended. Store in an airtight container for up to 1 month.
"
49," Preheat the oven to 400 degrees F (200 degrees C). Line a large, rimmed baking sheet with parchment paper.
 Bring water and rice to a boil in a medium saucepan. Cover and reduce heat to low. Simmer until tender, about 20 minutes.
 While the rice is cooking, mix olive oil, garlic, paprika, cumin, and cayenne pepper in a medium bowl. Pour 1 tablespoon spiced oil into a small bowl; whisk in yogurt and season with salt and pepper. Set yogurt sauce aside.
 Place tilapia fillets on the prepared baking sheet and rub with 2 tablespoons spiced oil.
 Add chickpeas, tomatoes, and 1/2 cup cilantro to the remaining spiced oil mixture; toss to coat. Pour onto the baking sheet around the tilapia. Season everything generously with salt and pepper.
 Roast in the preheated oven until tilapia is cooked through and flakes easily with a fork, 10 to 15 minutes, depending on size.
 Fluff cooked rice with a fork and divide onto 4 plates. Place tilapia on rice and spoon chickpea mixture over top. Top with yogurt sauce and remaining cilantro.
"
